track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
1ZbgdjqdG9JSCl98o4l1nU,Una Locura,J Alvarez,54,1Fab0xB44pUUVLmuWbmFl7,"La Fama Que Camina, Vol. 2",2019-11-08,Reggaeton 2020 ☀,7xWuNevFBmwnFEg6wzdCc7,latin,reggaeton,0.789,0.761,2,-4.023,1,0.104,0.239,0.0,0.239,0.583,94.052,212000
34xTFwjPQ1dC6uJmleno7x,Godspeed,Frank Ocean,66,3mH6qwIy9crq0I9YQbOuDf,Blonde,2016-08-20,Urban Contemporary,4425cRh83Uzor4qCRfM9lb,r&b,urban contemporary,0.421,0.0952,6,-12.561,1,0.0479,0.931,0.000201,0.126,0.0773,109.698,177922
2WfaOiMkCvy7F5fcp2zZ8L,Take on Me,a-ha,83,1ER3B6zev5JEAaqhnyyfbf,Hunting High and Low,1985-06-01,Classic Rock Radio,4lIywN6kXl9KPm3OQ8u8G7,rock,classic rock,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,225280
45Ia1U4KtIjAPPU7Wv1Sea,Are You Gonna Go My Way,Lenny Kravitz,72,35LzZH7Fgog8lf1hfcdoMQ,Are You Gonna Go My Way,1993-03-09,The Sound of Permanent Wave,4EYSGTuqe9cVfSVpX4gtGv,rock,permanent wave,0.619,0.67,11,-10.319,0,0.0353,0.00165,0.0109,0.331,0.777,129.267,211933
6w3DXodg9feLoRbyrUhT9x,Crazy,PAWSA,44,5gju7kmTQjPRewOwDcDamK,Crazy,2017-11-17,💊ELECTRO-HOUSE-TECH💊,0AFYmoSuoMQiGGjzvBwr6u,edm,electro house,0.889,0.471,11,-10.487,1,0.079,0.00923,0.06,0.0778,0.415,126.027,206200
11PKEBCjw8OCK5YUo9vm0H,Full Circle,Five Finger Death Punch,68,3NbMetTUDydMRSTJzAG7MU,Full Circle,2020-01-03,Hard Rock Workout,3YouF0u7waJnolytf9JCXf,rock,hard rock,0.495,0.993,7,-3.014,1,0.145,0.000151,0.0,0.368,0.29,149.912,202250
0pJUUPm7vb34VNImGEkg0L,Sound of Madness,Shinedown,51,4KnWR76aRieR6QREuid3y7,The Sound of Madness (Deluxe Edition),2008-06-24,Workout Hard Rock,4TG1lzMD9HFvZ9E1Bk6Gnu,rock,hard rock,0.328,0.939,2,-1.654,0,0.0423,4.93e-05,0.0065,0.337,0.329,185.971,233987
4H0dBxR0oAj3SWItssU4JN,Digital Scale,G-Unit,0,3zzpYc3ZBR6V2NHl6pRtXe,The Beauty Of Independence,2014-08-25,Gangsta Rap/90's Hip-Hop,39IFMVQdRNdb7kVfyTvHjM,rap,gangster rap,0.696,0.822,1,-5.008,1,0.336,0.0828,0.0,0.36,0.691,84.062,254540
7qzz3nKEBYarix1J5CdjZ0,Disruption,Tetengo,16,5DHdv0N7qILNYb0IzMbR1T,Electroshow,2018-06-21,House Electro 2019,72r6odw0Q3OWTCYMGA7Yiy,edm,electro house,0.626,0.893,1,-6.868,1,0.0437,0.000314,0.5,0.319,0.314,128.02,127500
1fG01hFiFGXZKRMHXsBlyf,CAN'T LOSE YOU,Night Lovell,55,4sA7IyvdIFpeOPBftpjetk,GOODNIGHT LOVELL,2019-02-22,Gangsta Rap 💎 Rap Party,0BwUQpqHSlC2YfKwOp2dQV,rap,gangster rap,0.82,0.57,0,-6.163,1,0.0361,0.474,0.000347,0.109,0.0971,133.908,157612
5dKHAZhVD7aHRqD0l0YNXi,Psycho (feat. Artigeardit),Omar,53,43FN54Z0rulqcOI9XM4I5j,Psycho (feat. Artigeardit),2019-09-20,DK rap,37i9dQZF1DXdhDukKQ88Cc,rap,hip hop,0.778,0.572,5,-6.869,0,0.183,0.173,0.0,0.169,0.715,160.058,195094
7Cd4glTUgV0vr0DBncEg8S,하드캐리 Hard Carry,GOT7,1,5ek64tPWwHgN6zWuAWTkS2,FLIGHT LOG : TURBULENCE,2016-09-27,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.7,0.873,1,-2.901,1,0.0869,0.0148,0.0,0.343,0.612,99.972,193579
1e4CSlsTwTfTlo74sZUph4,Sorry Not Sorry,Like,43,1oBmWdR5fQXwUBEE4usovT,Sorry Not Sorry,2019-06-04,Alternative Hip Hop,37i9dQZF1DWTggY0yqBxES,rap,hip hop,0.566,0.644,4,-3.82,0,0.406,0.805,0.0,0.103,0.601,83.632,147250
1wcoDQxo1D3cUVS0JdCeWQ,With You,Tyler Shaw,42,63qiEO1kNA2Q2zUF0mwjxH,With You,2018-07-06,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.728,0.562,2,-6.207,1,0.066,0.562,0.0,0.104,0.447,98.044,200730
3q3pZHncNkvIWJebMeuQqQ,Hero,Christopher Wilde,60,3FmqQtzrqovhBNjJfqTjsx,StarStruck,2010-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.333,0.902,3,-4.65,1,0.123,0.0279,0.0,0.115,0.601,185.539,196893
6tXjP6xgPJ7Xr1igrO6bOE,Don't Stop The Music,Rihanna,17,1G2ZRwcqN6warfakvcPgEs,Good Girl Gone Bad: Reloaded,2008-06-02,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,pop,post-teen pop,0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,267080
0iQ77tSa7ncj7zBPtVx6cU,One Foot,WALK THE MOON,65,4fe1YmssM6Ugs6UyA7OdGg,What If Nothing,2017-11-10,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,0.582,0.821,0,-4.861,1,0.0365,0.00754,2.1e-06,0.818,0.468,100.025,261373
6cMybQhimXpkzQdgKca80j,It's Gonna Be Alright (feat. Charlie Wilson),Aaron Hall,24,3hrK0o67R7x4ZcG4NMTTXh,Boomerang,1992-06-30,New Jack Swing | The Best 👌,3m4z6komWDtKly3Q1FvFmN,r&b,new jack swing,0.756,0.593,1,-11.564,1,0.0359,0.00315,8.99e-06,0.102,0.64,104.129,333107
4EUlszQIxlPwiHJ6e6j6Gy,Never Knew Love Like This Before,Stephanie Mills,62,39zaDShYbKOKXiOLArBrhO,The Best Of Stephanie Mills,1995-01-01,The Sound of New Jack Swing,0zn8nuASKC0PISqD9mxCSV,r&b,new jack swing,0.739,0.566,11,-13.534,1,0.0335,0.384,3.1e-06,0.0735,0.739,114.045,325173
53VHRWhYdLLkBli26hQ1hz,Voices,Cheap Trick,31,37P9MBdJRekfOIbPSX9alR,The Essential Cheap Trick,2004-03-02,70s Hard Rock,6pZlZ20vt3aDjIKw98aBtQ,rock,hard rock,0.456,0.691,4,-7.773,0,0.0265,0.252,0.0,0.366,0.531,94.854,262760
2rzGN2eI7TsJe5xzx9sOb2,Op Opa,Gaullin,57,1JNI1bceJ8ZGP9PR2GsMZV,Op Opa,2018-05-09,🔊BASSBOOSTED🔊⚡ELECTRO HOUSE⚡🔥EDM CAR MUSIC2018/2019🔥,4GSiiL8tcMgvoV7K1IADb8,edm,electro house,0.823,0.741,1,-7.99,1,0.132,0.12,9.72e-05,0.348,0.294,124.985,173649
4ze6zk0fJVjqfbeUSBGjzf,Harana,Parokya Ni Edgar,45,3O938XtV5tBLuV4CiW55ys,"Inuman Sessions, Vol. 1",2004,Pinoy Classic Rock,37i9dQZF1DWYDQ8wBxd7xt,rock,classic rock,0.52,0.532,7,-10.872,1,0.0659,0.231,1.28e-05,0.237,0.628,164.788,262333
4ggiDYAkJ7Yk8d5xOr7Xjo,Me Niego (feat. Ozuna & Wisin),Reik,77,4BvD9caT3ZohqNQFcR8dVD,Ahora,2019-05-31,Pop Latino 2019 - Mix Canciones Reggaeton & Pop Latino - Pop En Español 2019 Musica Para Bailar,5ifDekrUt5lbSIMTSzNNqB,latin,latin pop,0.777,0.782,0,-4.435,0,0.0907,0.0505,0.0,0.64,0.773,94.023,221653
3xKsf9qdS1CyvXSMEid6g8,Pink + White,Frank Ocean,77,3mH6qwIy9crq0I9YQbOuDf,Blonde,2016-08-20,NEO-soul,3q3M4VCymcMoxJ3Tl7mRqN,r&b,neo soul,0.544,0.552,9,-7.45,1,0.0991,0.67,4.57e-05,0.415,0.554,159.738,184516
3HOlhweyZyyD8QSTZjI63I,Sommelier,Sidoka,62,3O8I6X87Nn2Yb04kqFuiyX,Sommelier,2019-03-20,Trapperz Brasil,37i9dQZF1DWWr5uieiPUVM,rap,trap,0.777,0.739,10,-5.746,0,0.168,0.428,0.0,0.103,0.681,134.918,174298
3hliI7ammMC4VmlphaL4TH,Long Long Time,Jelly Roll,37,2XPQn6UyIL06t8Jgv6mba1,Waylon & Willie,2017-11-03,Southern soul & hip hop,4xJULuV0P5PLcMe3xP8Pgj,rap,southern hip hop,0.571,0.703,11,-8.33,0,0.167,0.0153,1.41e-05,0.342,0.285,151.94,200294
6ayCEojiJIe5d8DwXVlGU4,Domingo (feat. Cosculluela),Reykon,66,6RDbxjNkPz78Y7Rv5dBiTD,Domingo (feat. Cosculluela),2018-10-26,Latest Latin American Hits 2020,51LvliKED7oZNJR8XCiPip,latin,latin hip hop,0.816,0.733,0,-6.587,1,0.0448,0.124,0.0,0.0812,0.571,93.022,222483
0khEl3BL0he8e37UgfXHql,Big Love - Eat Me Edit,Pete Heller,0,4lsQp3EEpwSUYNr6NHlKR5,Return of the 90s,2012-11-16,House/Electro/Progressive/Disco/Lofi/Synthwave,42jbIN5Zj0UUPdtmqxQRKF,edm,progressive electro house,0.671,0.857,9,-6.077,1,0.0448,0.000726,0.778,0.0617,0.551,126.795,241053
0PowxVSTY2uh1CPc8EPKyX,Project Dreams,Marshmello,10,1FVR0Mg8rGHhLBpaO9MADY,Project Dreams,2018-12-07,Rap Workout,37i9dQZF1DX76t638V6CA8,rap,hip hop,0.777,0.831,8,-2.129,1,0.177,0.42,0.0,0.105,0.791,160.153,167898
0SmGNsRrydgF19xlWl1UpB,My head is a Jungle - MK Remix [Radio Edit],Wankelmut,28,6IaVtZKsmvh35WRvqfhVNT,My Head Is A Jungle (MK Remixes),2014-08-18,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,post-teen pop,0.683,0.789,7,-6.672,0,0.0355,0.0864,0.00419,0.253,0.456,124.023,207253
3Ci6uIZmFwpCdt9J4Ozj9F,Contento,Shelow Shaq,1,5f5e8N3dykCFlpduLBviW3,Contento,2019-06-21,Punto Tropical,37i9dQZF1DWZ1FUX6sM67g,latin,tropical,0.54,0.85,5,-2.46,0,0.0496,0.0145,0.000713,0.0925,0.333,100.103,218406
28z5NTRP3n4O0zkZ5WY2sZ,Do You Ever?,Phil Good,57,4D7z82Wsbd3yynOjO7XHtd,Do You Ever?,2019-10-30,a taste of the mainstream,4gbXqmZDUFHqlaYjf4uVyS,pop,post-teen pop,0.769,0.554,2,-6.789,1,0.0483,0.526,0.00309,0.105,0.764,104.058,150000
7vLeZPIeblZLz04hLRRAES,Cameras,Matt and Kim,45,7M9JHSnkXRXFgtHoilBEVz,Sidewalks,2010-11-02,Indie Poptimism,2QiMewRbSavfZ9MSAYz2h6,pop,indie poptimism,0.549,0.882,7,-4.911,1,0.0505,0.0825,0.0,0.372,0.645,169.994,212560
5kgqTe1BM720OjU78TGYDw,Tell Me You Love Me,Galantis,60,7DNmxxEuJe19wNVrinaXx4,The Aviary,2017-09-15,EDM TROPICAL,3pS63EDS40FVGYL41zAcU4,latin,tropical,0.762,0.797,5,-2.71,1,0.135,0.117,0.0,0.202,0.525,122.066,190400
3WnFulxNJtoANf4r0FVkD6,Solo (with Rauw Alejandro),Jay Menez,63,6SLsrxLMy0XXJMCOl8y8eX,Solo (with Rauw Alejandro),2020-01-07,Flow Selecto,37i9dQZF1DX4OjfOteYnH8,rap,trap,0.837,0.562,11,-4.807,0,0.113,0.331,1.39e-05,0.203,0.356,94.067,211115
1NurK1Rze21ZiVpXptNEeJ,Give Love On Christmas Day,SWV,20,5pyHOj2s15KUZBsBUe9OmQ,Merry Christmas - En riktigt God Jul,2012-09-28,Christmas Soul,6FZYc2BvF7tColxO8PBShV,r&b,neo soul,0.573,0.679,10,-5.123,1,0.0276,0.119,0.0,0.0902,0.497,139.948,229640
1Y373MqadDRtclJNdnUXVc,Paranoid - 2016 Remaster,Black Sabbath,68,6r7LZXAVueS5DqdrvXJJK7,Paranoid (2014 Remaster),1970-09-18,Nikki Sixx's Top Pixx,5d1arTPDEr76KMg9geDinZ,rock,album rock,0.415,0.658,4,-12.051,0,0.0696,4.52e-05,0.000735,0.176,0.45,163.015,168406
5wHwJ5dblqSjmtbzxWMDdk,Colours - Kanallia Remix,Loreno Mayer,19,7hEZtulNA1VJYfrB6zwTkO,Colours (Kanallia Remix),2019-10-04,"Festival Music 2019 - Warm Up Music (EDM, Big Room & Progressive House)",73uj4YmsC7SJ6SbUMTvf07,edm,progressive electro house,0.577,0.92,5,-2.801,0,0.0968,0.0122,0.0,0.688,0.263,129.974,254825
3SktMqZmo3M9zbB7oKMIF7,Gravity,John Mayer,74,1Xsprdt1q9rOzTic7b9zYM,Continuum,2006-09-11,Urban contemporary,1ZlL3IQS8eB0s0RMxz02yD,r&b,urban contemporary,0.764,0.326,7,-9.883,1,0.0342,0.731,0.0013,0.24,0.237,123.98,245827
5c2oCfWpqrtU3avaOuekLs,Willie Nelson,Clutch,37,5bcsAnJvIiept5zU4B2g8x,High Volume: The Stoner Rock Collection,2005-07-05,Badass Rock,44bkJI1QGkT2O0GYJSsbkp,rap,southern hip hop,0.614,0.744,0,-7.167,1,0.0264,0.00152,0.000768,0.0953,0.502,106.455,199506
6jq6rcOikCZAmjliAgAmfT,Light,San Holo,68,4k2ygY7kW4n1eVtR2i0F0H,Light,2017-02-10,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,0.57,0.763,1,-4.137,1,0.0573,0.0857,2.49e-06,0.0932,0.43,150.088,239853
2qok2YhVi0CIQ8IGEMKrTt,Table Flipping Machine,Dada Life,38,4H2VwxgHJWP3t9phevicks,Table Flipping Machine,2019-11-08,Brand New EDM,2dNitDEHM9FpUGEHWc7zyW,edm,progressive electro house,0.646,0.904,7,-5.871,1,0.0538,0.000565,0.745,0.0947,0.364,127.947,177209
4lDYedHtcFwkMTVwpdSRUN,No Option (feat. Burna Boy),DJ Snake,59,2MFS6WG6jnPAgvJpV3PehR,Carte Blanche,2019-07-25,Trap Mojito,37i9dQZF1DX1OIMC8iDi74,rap,trap,0.631,0.877,5,-4.072,0,0.0345,0.00837,1.09e-05,0.204,0.876,150.162,185600
3ouugfdFz6exFXUxu7wRvD,If You Can't Hang,Sleeping With Sirens,65,4TuNgoALZ10zEOHgfkxs8T,Let's Cheers To This,2011-05-10,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,pop,post-teen pop,0.397,0.975,2,-3.532,0,0.365,0.00152,0.0,0.118,0.451,192.021,250240
2TH65lNHgvLxCKXM3apjxI,Callaita,Bad Bunny,90,06S3Qjh4QWLtn6c7CVhYh7,Callaita,2019-05-31,LATIN POP 2020 🔥 Pop latino actual,2kKzN3kRYDzBctlaWs7CP2,latin,latin pop,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534
3xKsf9qdS1CyvXSMEid6g8,Pink + White,Frank Ocean,77,3mH6qwIy9crq0I9YQbOuDf,Blonde,2016-08-20,Urban Contemporary,4Pbs84EQbuAblxlp6Chz0d,r&b,urban contemporary,0.544,0.552,9,-7.45,1,0.0991,0.67,4.57e-05,0.415,0.554,159.738,184516
4fypvLcaDU7pdHJ5xlRFPV,grass,MF Eistee,53,5WqyQlELzmUw552q2k4gNO,grass,2019-12-20,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.804,0.372,11,-10.453,0,0.243,0.495,0.891,0.0944,0.591,166.115,161928
6SwRhMLwNqEi6alNPVG00n,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,73,4eLPsYPBmXABThSJ821sqY,DAMN.,2017-04-14,PROJECT: Contemporary,6HaCi9bqaiuSZEDfCEmwyo,r&b,urban contemporary,0.658,0.535,9,-8.983,0,0.0573,0.0265,0.0,0.2,0.419,110.684,227360
2nmkKucRDKr5jIBEvg6X0z,Es Mejor,Rels B,52,3Je0m9sTjj2RpE6RLaDXlA,Es Mejor,2017-12-15,Trap Rewind,37i9dQZF1DX0JcH25923HT,rap,trap,0.831,0.61,8,-7.066,1,0.2,0.304,0.0,0.0921,0.547,152.04,179079
5hJ1YFy36GgOrxCqZsGiQo,New Sunrise - NuDisco Edit,B-MEN,36,3dZgCcFPtZBJmmoQ3apFs4,New Sunrise,2019-10-25,Waves Pop and EDM,64k01l4j6QtnZ8jMaI84AA,edm,pop edm,0.619,0.896,11,-8.908,0,0.0423,0.00946,0.786,0.11,0.458,125.989,420952
5C25hyezPUXfOktnlSBAQ0,Fool For You,Alice Smith,0,4xwjAA8iombxopAPNAdSBp,She,2013-03-19,NEO FUNK AND SOUL,2WbTrS5D0V2TW6DiDkJBru,r&b,neo soul,0.661,0.815,1,-5.407,0,0.0497,0.106,4.39e-05,0.0863,0.702,141.997,224453
0363w3IUcO4cJMsAFLpfLY,Faith - Radio Edit,Blasterjaxx,0,1IZUFYTXNbjkzgawT7cFpM,Faith,2013,Gym (Melbourne Bounce/Progressive House),5BqOZpVEqRDfZScvW1QUyA,edm,progressive electro house,0.672,0.692,9,-6.566,0,0.0486,0.00636,0.00231,0.187,0.67,128.009,183067
4l3zoheoF9fswu2UBLDzbT,Bring the Madness (Aero Chord Remix) [feat. Mayor Apeshit],Excision,0,07DBKt4nLGtCmbsCN2paNM,Bring the Madness (The Remixes),2015-03-23,Epic Bass Drops,49EXQVXh5k1t8SOhmUeyU7,edm,big room,0.656,0.934,7,-1.827,1,0.332,0.00312,0.00594,0.0811,0.421,174.04,171034
76GlO5H5RT6g7y0gev86Nk,Just Like Heaven,The Cure,65,37Q22g0n9PzBLX6lNddrIa,"Kiss Me, Kiss Me, Kiss Me",1987-05-25,permanent wave,7rPsfDTqiZYIT4PVzQ4c0c,rock,permanent wave,0.43,0.971,9,-3.845,1,0.0524,0.0271,2.16e-05,0.185,0.764,151.219,212000
5Uf6OfGfz436zAegn1kui6,Sunday Bloody Sunday,U2,9,1WupyTEE8twuMK5iEoBcm2,The Best of 1980-1990 & B-Sides,1998-10-01,Workday: Rock Classics,37i9dQZF1DX1lwxXvReaux,rock,classic rock,0.543,0.964,6,-5.687,1,0.0515,0.411,0.00205,0.047,0.777,100.456,279493
7FrJV8tydWEv1Mxu2mIQrm,Beautiful,Snoop Dogg,60,7F9hfZKh6WLOKME4LwCPZI,Paid Tha Cost To Be Da Bo$$,2002-01-01,90s/00s Hip Hop & RnB,0Ar0Ng9DlAWZtSPBvOQgOa,r&b,hip pop,0.907,0.695,11,-6.268,0,0.135,0.246,0.0,0.0808,0.961,101.007,298307
6zSe7ZKNjb6Zl5AP78y5QN,Plenty,Guru's Jazzmatazz,44,0vcwoK9Ya3Ev7fuckDAfIl,Streetsoul,2000-01-01,Saxophone in Hip Hop - R&B Lounge - Jazz Rap,2ujrP2rPxu8ao7wNeG1ZOY,r&b,neo soul,0.804,0.403,8,-6.027,1,0.41,0.161,2.01e-06,0.533,0.611,82.646,278600
0qBug5X3DaJv2zgXtp55wn,Home To You,Sigrid,58,2GI67nlY6eFPjXDwLjp6Wy,Home To You,2019-11-01,a taste of the mainstream,4gbXqmZDUFHqlaYjf4uVyS,pop,post-teen pop,0.619,0.146,8,-14.439,1,0.0382,0.808,0.0,0.0971,0.288,139.533,221587
0AMsWm4pZWF0JrraOawTD9,Nothins Free,Oobie,29,4htcOW08TqINNLbcSf9esI,Kings Of Crunk,2002-10-29,Dirty South Rap Classics by DJ HOTSAUCE,0tLHH1C4HkWEUCXXSSjbOe,rap,southern hip hop,0.686,0.596,1,-5.188,1,0.129,0.532,0.0,0.328,0.269,96.155,262720
1wMjnwqop6alJrCML0odYa,How It Goes,Pharien,45,2P3PBJiYrtLxSVCOLflf1G,How It Goes,2020-01-10,Electro House Top Tracks,1G0q0NK7g3C0XerNqq7GbL,edm,electro house,0.618,0.905,2,-2.961,1,0.0497,0.242,0.0196,0.318,0.287,126.052,188576
4BP3uh0hFLFRb5cjsgLqDh,Fortunate Son,Creedence Clearwater Revival,80,31q47gQszFt0CddSyMksgO,Willy And The Poor Boys,1969-11-02,Classic Rock Workout,37i9dQZF1DWYNSm3Z3MxiM,rock,classic rock,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,140773
1WWVPLllFytUxx5yoG3csG,No Puedo Estar Sin Ti,Mœnia,49,1chnE3bZpMoGkdO2qIpK7V,Moenia,1997,ELECTROPOP EN ESPAÑOL,3VfscqF7zq65IGKiYM3FS0,pop,electropop,0.63,0.717,11,-16.142,0,0.0449,0.0464,0.399,0.119,0.488,128.05,212840
1ZD2z0jIc7Uv4vzAPlZyRg,One More Romance,Bobby Delante,0,1wRcRg5hkDaCeB9Qv803sp,Tazmania Freestyle Vol 5,2008-09-17,Latin Hip Hop/Freestyle,2MYEUjX0YAI9dxrBDzoCK7,latin,latin hip hop,0.65,0.885,4,-11.123,0,0.0458,0.125,3.98e-05,0.29,0.665,125.081,257333
1y4jsQt7MjnZhiD1L6qFBC,Cradles,Sub Urban,78,2fLkonSk9cVovvnRKKYtk5,Cradles,2019-01-04,Electropop,2Z5cPJ6Z4EVZAfF08amjvL,pop,electropop,0.534,0.589,1,-1.865,1,0.325,0.256,6.02e-05,0.176,0.632,78.616,209829
7blHz7paIX6m7WGcsC1gQ0,Emotional - Ship Wrek & Unknown Remix,Flux Pavilion,20,5LxU8bDcRfcMyAjWDOP50w,Emotional (Remixes),2016-01-22,Happy EDM,3d2JFEbvcx7p2CHkBaQeMZ,edm,pop edm,0.337,0.893,11,-2.908,0,0.376,0.00565,7.19e-06,0.282,0.291,99.718,192000
6OFSRKtC7tAJZzFjUr1MKE,Deuboukéhi,MZ,33,0hqrAd9SsmyfT2hYPZ6kWF,La dictature,2016-04-22,Urban/Trap - Contemporary RAP,5CK0fshHcik1vWyeCc0zat,r&b,urban contemporary,0.553,0.697,4,-5.013,0,0.352,0.181,0.0,0.148,0.477,129.802,269960
3IfgRu6zDhvNj7nTPIzsyj,Besser du rennst,Subway To Sally,34,39fzylKmWOUc05uilhnsHS,Kreuzfeuer,2009-03-27,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop,53CmFroG6MWR5reOOXJX6B,pop,electropop,0.553,0.926,0,-3.829,1,0.0396,2.48e-05,1.56e-05,0.324,0.661,91.988,246267
7a7wbihbtKPnMCq17iECek,on god,bbno$,68,7yLZeJTQUK0Dn5MHTLNjyI,i don't care at all,2019-11-08,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.883,0.301,8,-11.48,1,0.111,0.109,0.000457,0.0778,0.363,119.965,194000
510UgVCpnUaQ5ACHW2J8gu,Recognise,Lost Frequencies,60,03qoJ4Ioczrn4dBFrKRHxU,Recognise,2019-03-08,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.717,0.741,10,-6.645,0,0.053,0.155,0.0,0.133,0.188,105.997,186062
1RcABeMCAH0UQi0yF4drXj,Cut The Cord,Shinedown,50,0HMgfFMtWQqeCyzEBRuugr,Cut The Cord,2015-06-29,Hard Rock Workout,3YouF0u7waJnolytf9JCXf,rock,hard rock,0.447,0.966,7,-2.966,1,0.089,0.00349,0.000198,0.312,0.533,178.105,224597
2tJKB04v9nN6AtnlBmnp9N,Baller,CMC$,28,0BkmHirbl3Y8b1aXO0XQLL,Baller,2018-05-25,Electro House,6k45gxiQhfVqACfIdqONsC,edm,electro house,0.787,0.981,1,-2.725,1,0.213,0.014,0.00159,0.147,0.388,125.998,159727
2fzRBJ6xbrHGyRCBR2fE9n,Love My Way,The Psychedelic Furs,0,531pUFZ1BbEhfXDxitF8TU,Call Me by Your Name (Original Motion Picture Soundtrack),2017-11-03,"""Permanent Wave""",3HjTMn6O6adW8vcSMnqmhw,rock,permanent wave,0.674,0.831,0,-7.282,1,0.0367,0.0221,9.9e-05,0.107,0.606,126.075,213173
16ko8IV4T1jta7o77evpKO,Dope! (aka: She's Dope!),Bell Biv DeVoe,12,7fvZ8AoIw7ZGPBnNVosIcE,Bell Biv DeVoe Greatest Hits,2000-01-01,New Jack City,6RLvj5OnEuPzI1P02KwnzK,r&b,new jack swing,0.758,0.785,9,-9.444,0,0.0554,0.00723,0.000311,0.267,0.518,108.296,221800
0dvu4Irbq0SM5BWny30rRR,Disrespectful,GASHI,2,2KoqhWdsi9NZEuNrPCx8fr,Disrespectful,2017-03-01,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.71,0.547,1,-8.215,1,0.0691,0.022,6.04e-05,0.12,0.142,152.003,202752
2wibvZtPbMFbZf2lOwnzeK,Street Life,Randy Crawford,45,4sov1EPXc6Vnh7gx14vqIN,Best Of Randy Crawford,2011-08-08,The 1950s/1960s/1970s/1980s/1990s/2000s/2010s with pop/r&b/soul/boogie/dance/jazz/hip hop/hop/rap.,1S7BckuYIkEazeNKOSM0uA,r&b,urban contemporary,0.658,0.757,10,-8.751,0,0.0455,0.0904,0.0076,0.188,0.808,107.418,256613
1bObrsJGW0UCIGZkvnDqbe,Stop This Flame,Celeste,66,2dgxfbASZ7HDFEGFRNwbTr,Stop This Flame,2020-01-09,Pop Hits 2020,5TDtuKDbOhrfW7C58XnriZ,r&b,hip pop,0.752,0.702,10,-4.927,0,0.0378,0.296,0.0,0.103,0.324,119.987,209408
15IWb2lHx4e7vjCV1Ye1e3,Será Porque Te Amo,El Combo Loco,48,7yxdbwpOcOAmXZHqEUlNi0,El Comboloco,2015-01-09,Latin Pop antiguo,4BmnnqWEQAamNoVjtjrQJP,latin,latin pop,0.819,0.611,8,-12.228,1,0.147,0.0201,2.47e-05,0.0671,0.961,174.049,206333
0amRhMUb9wYrDOmSD938AQ,Tu Vida en la Mía,Marc Anthony,10,2ahx5REabp2JWsWWwM8Dqf,Tu Vida en la Mía,2019-02-21,Paraiso Tropical,37i9dQZF1DWYey22ryYM8U,latin,tropical,0.68,0.864,2,-3.16,1,0.0339,0.37,0.000309,0.373,0.851,93.528,373200
0vuEcIoQfIs5fAiUJ8qZhv,Take Over,Gavlyn,6,5ov2iFFEF8RQh12Je57z4u,Modest Confidence,2014-01-14,Urban/Trap - Contemporary RAP,5CK0fshHcik1vWyeCc0zat,r&b,urban contemporary,0.876,0.621,11,-7.548,1,0.241,0.196,0.0,0.217,0.225,119.012,217653
4sr4NdrPfds9Qfors9UkiO,Solid,Ashford & Simpson,54,3nNWO9HUzi1xmWdd8779Uo,Solid,1984-01-01,80s Pop & Rock Hits and Album Tracks,0XOIK4m26aeYSD61E5nSVW,rock,album rock,0.814,0.474,0,-12.017,1,0.0309,0.27,8.16e-06,0.599,0.956,101.241,312000
6T27IN7Ai94BeDv6PPCmoC,Turn Me On (feat. Nicki Minaj),David Guetta,64,4bTjdxhRRUiWfwj200f9Kl,Nothing but the Beat (Ultimate Edition),2012-12-07,post teen pop,6rjxP7GQKoqqgoakzxl3PY,pop,post-teen pop,0.704,0.793,8,-2.266,1,0.0591,0.0488,0.0,0.575,0.412,127.96,199680
